AIRPORT_CODE,AIRPORT_NAME,CITY_NAME,COUNTRY_NAME,STATE_NAME,STATE_CODE,LATITUDE,LONGITUDE
BPN,Sepinggan,Balikpapan - Indonesia,Indonesia,,,-1.26833333,116.8944444
BPN,Sultan Aji Muhammad Sulaiman Sepinggan,Balikpapan - Indonesia,Indonesia,,,-1.26833333,116.8944444
BPS,Porto Seguro Airport,Porto Seguro - Brazil,Brazil,,,-16.44055556,-39.08333333
BPS,Porto Seguro Airport,Porto Seguro - Brazil,Brazil,,,-16.43861111,-39.08083333
BPT,Jack Brooks Regional,Beaumont/Port Arthur - TX,United States,Texas,TX,29.95083333,-94.02055556
BPT,Jack Brooks Regional,Beaumont/Port Arthur - TX,United States,Texas,TX,29.95083333,-94.02
BPT,Southeast Texas Regional,Beaumont/Port Arthur - TX,United States,Texas,TX,29.95083333,-94.02
BPT,Jefferson County,Beaumont/Port Arthur - TX,United States,Texas,TX,29.95083333,-94.02
BQA,Baler Airport,Baler - Philippines,Philippines,,,15.73222222,121.5005556
BQA,Baler Airport,Baler - Philippines,Philippines,,,15.72972222,121.5002778
BQH,Biggin Hill,London - United Kingdom,United Kingdom,,,51.33083333,0.0325
BQK,Glynco Jetport,Brunswick - GA,United States,Georgia,GA,31.25888889,-81.46638889
BQK,Brunswick Golden Isles,Brunswick - GA,United States,Georgia,GA,31.25888889,-81.46638889
BQK,Brunswick Golden Isles,Brunswick - GA,United States,Georgia,GA,31.25916667,-81.46638889
BQN,Ramey AFB,Aguadilla - Puerto Rico,Puerto Rico,,,18.49583333,-67.13
BQN,Rafael Hernandez,Aguadilla - PR,United States,Puerto Rico,PR,18.495,-67.12944444
BQN,Rafael Hernandez,Aguadilla - PR,United States,Puerto Rico,PR,18.49472222,-67.12944444
BQS,Ignatyevo,Blagoveschensk - U.S.S.R.,U.S.S.R.,,,50.41666667,127.4
BQS,Ignatyevo,Blagoveschensk - Russia,Russia,,,50.41666667,127.4
BQS,Ignatyevo,Blagoveschensk - Russia,Russia,,,50.42555556,127.4125
BQS,Blagoveshchensk,Blagoveschensk - Russia,Russia,,,50.42555556,127.4125
BQS,Ignatyevo,Blagoveschensk - Russia,Russia,,,50.42555556,127.4125
BQU,J. F. Mitchell,Bequia - Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,,12.98833333,-61.26194444
BQU,J. F. Mitchell,Bequia - Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,,12.98861111,-61.26222222
BQU,J. F. Mitchell,Bequia - Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,,12.98833333,-61.26194444
BQU,J. F. Mitchell,Bequia - Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,,12.98861111,-61.26222222
BQV,Bartlett Cove Seaplane Base,Bartlett Cove - AK,United States,Alaska,AK,58.45555556,-135.8833333
BQV,Bartlett Cove Seaplane Base,Bartlett Cove - AK,United States,Alaska,AK,58.45527778,-135.8852778
BR1,Pato Branco,Parana - Brazil,Brazil,,,-26.21777778,-52.69416667
BR1,Pato Branco,Parana - Brazil,Brazil,,,-26.21722222,-52.69444444
BR1,Juvenal Loureiro Cardoso,Parana - Brazil,Brazil,,,-26.21722222,-52.69444444
BR2,Costa Esmeralda,Porto Belo - Brazil,Brazil,,,-27.16666667,-48.62166667
BR2,Costa Esmeralda,Porto Belo - Brazil,Brazil,,,-27.16611111,-48.6225
BR2,Costa Esmeralda,Porto Belo - Brazil,Brazil,,,-27.16666667,-48.62166667
BRA,Barreiras Airport,Barreiras - Brazil,Brazil,,,-12.07305556,-45.00833333
BRA,Barreiras Airport,Barreiras - Brazil,Brazil,,,-12.07888889,-45.00888889
BRA,Barreiras Airport,Barreiras - Brazil,Brazil,,,-12.07916667,-45.00944444
BRA,Barreiras Airport,Barreiras - Brazil,Brazil,,,-12.07888889,-45.00888889
BRA,Barreiras Airport,Barreiras - Brazil,Brazil,,,-12.07916667,-45.00944444
BRC,San Carlos de Bariloche Airport,San Carlos de Bariloche - Argentina,Argentina,,,-41.14972222,-71.15833333
BRC,San Carlos de Bariloche Airport,San Carlos de Bariloche - Argentina,Argentina,,,-41.15111111,-71.1575
BRC,San Carlos de Bariloche Airport,San Carlos de Bariloche - Argentina,Argentina,,,-41.15111111,-71.15777778
BRC,San Carlos de Bariloche Airport,San Carlos de Bariloche - Argentina,Argentina,,,-41.15111111,-71.1575
BRC,San Carlos de Bariloche Airport,San Carlos de Bariloche - Argentina,Argentina,,,-41.15111111,-71.15777778
BRD,Brainerd/Crow Wing County,Brainerd - MN,United States,Minnesota,MN,46.39722222,-94.1375
BRD,Brainerd Lakes Regional,Brainerd - MN,United States,Minnesota,MN,46.39722222,-94.1375
BRD,Brainerd Lakes Regional,Brainerd - MN,United States,Minnesota,MN,46.40166667,-94.13555556
BRD,Brainerd Lakes Regional,Brainerd - MN,United States,Minnesota,MN,46.40222222,-94.13555556
BRD,Brainerd Lakes Regional,Brainerd - MN,United States,Minnesota,MN,46.40416667,-94.13361111
BRD,Brainerd Lakes Regional,Brainerd - MN,United States,Minnesota,MN,46.40166667,-94.13555556
BRD,Brainerd Lakes Regional,Brainerd - MN,United States,Minnesota,MN,46.40416667,-94.13361111
BRE,Bremen Airport,Bremen - West Germany,West Germany,,,53.04666667,8.79
BRE,Bremen Airport,Bremen - Germany,Germany,,,53.04666667,8.79
BRE,Bremen Airport,Bremen - Germany,Germany,,,53.0475,8.78666667
BRE,Bremen Airport,Bremen - Germany,Germany,,,53.04694444,8.78972222
BRG,Whitesburg Municipal,Whitesburg - KY,United States,Kentucky,KY,37.11666667,-82.81666667
BRI,Bari Airport,Bari - Italy,Italy,,,41.14111111,16.78833333
BRI,Bari Airport,Bari - Italy,Italy,,,41.1375,16.75722222
BRI,Bari Airport,Bari - Italy,Italy,,,41.13861111,16.76055556
BRK,Bourke Airport,Bourke - Australia,Australia,,,-30.04305556,145.9472222
BRK,Bourke Airport,Bourke - Australia,Australia,,,-30.04305556,145.9472222
BRK,Bourke Airport,Bourke - Australia,Australia,,,-30.03916667,145.9516667
BRL,Burlington Municipal,Burlington - IA,United States,Iowa,IA,40.78611111,-91.12333333
BRL,Southeast Iowa Regional,Burlington - IA,United States,Iowa,IA,40.78333333,-91.12555556
BRM,Barquisimeto International,Barquisimeto - Venezuela,Venezuela,,,10.04527778,-69.35611111
BRM,Barquisimeto International,Barquisimeto - Venezuela,Venezuela,,,10.0425,-69.35833333
BRM,Barquisimeto International,Barquisimeto - Venezuela,Venezuela,,,10.04222222,-69.36055556
BRM,Barquisimeto International,Barquisimeto - Venezuela,Venezuela,,,10.0425,-69.35861111
BRM,Barquisimeto International,Barquisimeto - Venezuela,Venezuela,,,10.0425,-69.35833333
BRM,Barquisimeto International,Barquisimeto - Venezuela,Venezuela,,,10.0425,-69.35861111
BRN,Bern/Belp,Berne - Switzerland,Switzerland,,,46.91527778,7.49916667
BRN,Bern/Belp,Berne - Switzerland,Switzerland,,,46.91333333,7.49805556
BRO,Brownsville South Padre Island International,Brownsville - TX,United States,Texas,TX,25.90638889,-97.42555556
BRO,Brownsville South Padre Island International,Brownsville - TX,United States,Texas,TX,25.90694444,-97.42583333
BRO,Brownsville South Padre Island International,Brownsville - TX,United States,Texas,TX,25.90611111,-97.42611111
BRO,Brownsville South Padre Island International,Brownsville - TX,United States,Texas,TX,25.90694444,-97.42583333
BRO,Brownsville South Padre Island International,Brownsville - TX,United States,Texas,TX,25.91083333,-97.42888889
BRO,Brownsville South Padre Island International,Brownsville - TX,United States,Texas,TX,25.90611111,-97.42611111
BRQ,Turany,Brno - Czechoslovakia,Czechoslovakia,,,49.15,16.7
BRQ,Turany,Brno - Czech Republic,Czech Republic,,,49.15,16.7
BRQ,Turany,Brno - Czech Republic,Czech Republic,,,49.15138889,16.69444444
BRR,Barra Airport,Barra - United Kingdom,United Kingdom,,,57.02333333,-7.44027778
BRR,Barra Airport,Barra - United Kingdom,United Kingdom,,,57.02694444,-7.4375
BRR,Barra Airport,Barra - United Kingdom,United Kingdom,,,57.02361111,-7.44166667
BRR,Barra Airport,Barra - United Kingdom,United Kingdom,,,57.02694444,-7.4375
BRR,Barra Airport,Barra - United Kingdom,United Kingdom,,,57.02361111,-7.44166667
BRS,Bristol/Lulsgate,Bristol - United Kingdom,United Kingdom,,,51.38166667,-2.70888889
BRS,Bristol International,Bristol - United Kingdom,United Kingdom,,,51.38166667,-2.70888889
BRS,Bristol Airport,Bristol - United Kingdom,United Kingdom,,,51.38166667,-2.70888889
BRS,Bristol Airport,Bristol - United Kingdom,United Kingdom,,,51.38277778,-2.71916667
BRT,Bathurst Island Airport,Bathurst Island - Australia,Australia,,,-11.76888889,130.6166667
BRT,Bathurst Island Airport,Bathurst Island - Australia,Australia,,,-11.76916667,130.6197222
BRU,Brussels National,Brussels - Belgium,Belgium,,,50.90166667,4.49416667
BRU,Brussels National,Brussels - Belgium,Belgium,,,50.90138889,4.48444444
BRU,Brussels National,Brussels - Belgium,Belgium,,,50.9,4.49277778
BRU,Brussels National,Brussels - Belgium,Belgium,,,50.90138889,4.48444444
BRU,Brussels National,Brussels - Belgium,Belgium,,,50.9,4.49277778
BRV,Bremerhaven AAF,Bremerhaven - West Germany,West Germany,,,53.58388889,8.55777778
BRV,Bremerhaven/Am Luneort,Bremerhaven - Germany,Germany,,,53.50666667,8.57583333
BRV,Bremerhaven Airport,Bremerhaven - Germany,Germany,,,53.50722222,8.57277778
BRV,Bremerhaven Airport,Bremerhaven - Germany,Germany,,,53.50694444,8.57277778
BRW,Wiley Post/Will Rogers Memorial,Barrow - AK,United States,Alaska,AK,71.28555556,-156.7661111
BRW,Wiley Post/Will Rogers Memorial,Barrow - AK,United States,Alaska,AK,71.285,-156.7686111
BRW,Wiley Post/Will Rogers Memorial,Barrow - AK,United States,Alaska,AK,71.28472222,-156.7686111
BRW,Wiley Post/Will Rogers Memorial,Barrow - AK,United States,Alaska,AK,71.285,-156.7686111
BRW,Wiley Post/Will Rogers Memorial,Barrow - AK,United States,Alaska,AK,71.28472222,-156.7686111
BRX,Barahona Habanero,Barahona - Dominican Republic,Dominican Republic,,,18.25277778,-71.12
BRY,Samuels Field,Bardstown - KY,United States,Kentucky,KY,37.81444444,-85.49972222
BS1,Goat Cay Airport,Goat Cay - The Bahamas,The Bahamas,,,23.83583333,-76.21305556
BS2,Pig Beach Airport,Pig Beach - The Bahamas,The Bahamas,,,24.18388889,-76.45666667
BS3,Baker Bay Airport,Baker Bay - The Bahamas,The Bahamas,,,26.67805556,-77.12888889
BSA,Bosaso Airport,Bosaso - Somalia,Somalia,,,11.28333333,49.15
BSA,Bosaso Airport,Bosaso - Somalia,Somalia,,,11.27555556,49.15777778
BSA,Bosaso Airport,Bosaso - Somalia,Somalia,,,11.27527778,49.15611111
BSA,Bosaso Airport,Bosaso - Somalia,Somalia,,,11.27638889,49.14888889
BSA,Bosaso Airport,Bosaso - Somalia,Somalia,,,11.27555556,49.15777778
BSA,Bosaso Airport,Bosaso - Somalia,Somalia,,,11.27638889,49.14888889
BSB,Brasilia International,Brasilia - Brazil,Brazil,,,-15.86055556,-47.91527778
BSB,Presidente Juscelino Kubitschek International,Brasilia - Brazil,Brazil,,,-15.87111111,-47.91861111
BSB,Presidente Juscelino Kubitschek International,Brasilia - Brazil,Brazil,,,-15.86944444,-47.91777778
BSB,Presidente Juscelino Kubitschek International,Brasilia - Brazil,Brazil,,,-15.87111111,-47.91861111
BSB,Presidente Juscelino Kubitschek International,Brasilia - Brazil,Brazil,,,-15.86944444,-47.91777778
BSB,Presidente Juscelino Kubitschek International,Brasilia - Brazil,Brazil,,,-15.87111111,-47.91861111
BSD,Baoshan Airport,Baoshan - China,China,,,25.08333333,99.08333333
BSD,Baoshan Airport,Baoshan - China,China,,,25.05222222,99.16722222
BSD,Baoshan Airport,Baoshan - China,China,,,25.05194444,99.16805556
BSD,Baoshan Airport,Baoshan - China,China,,,25.05194444,99.1675
BSD,Baoshan Airport,Baoshan - China,China,,,25.05222222,99.16722222
BSD,Baoshan Airport,Baoshan - China,China,,,25.05194444,99.1675
BSG,Bata Airport,Bata - Equatorial Guinea,Equatorial Guinea,,,1.90666667,9.80222222
BSG,Bata Airport,Bata - Equatorial Guinea,Equatorial Guinea,,,1.90166667,9.80444444
BSG,Bata Airport,Bata - Equatorial Guinea,Equatorial Guinea,,,1.9025,9.80583333
BSG,Bata Airport,Bata - Equatorial Guinea,Equatorial Guinea,,,1.90166667,9.80444444
BSG,Bata Airport,Bata - Equatorial Guinea,Equatorial Guinea,,,1.9025,9.80583333
BSK,Mohamed Khider,Biskra - Algeria,Algeria,,,34.79333333,5.73805556
BSK,Mohamed Khider,Biskra - Algeria,Algeria,,,34.79333333,5.73833333
BSL,EuroAirport,Mulhouse - France,France,,,47.59,7.53
BSL,EuroAirport,Mulhouse - France,France,,,47.59,7.52916667
BSL,EuroAirport,Mulhouse - France,France,,,47.59,7.52888889
BSL,EuroAirport,Mulhouse - France,France,,,47.59,7.52916667
BSL,EuroAirport,Mulhouse - France,France,,,47.59,7.52888889
BSM,Austin - Bergstrom International,Austin - TX,United States,Texas,TX,30.19444444,-97.67
BSM,Bergstrom AFB,Austin - TX,United States,Texas,TX,30.19472222,-97.67666667
BSO,Basco Airport,Basco - Philippines,Philippines,,,20.45305556,121.9777778
BSO,Basco Airport,Basco - Philippines,Philippines,,,20.45138889,121.9802778
BSQ,Bisbee Municipal,Bisbee - AZ,United States,Arizona,AZ,31.37055556,-109.8825
BSQ,Bisbee Municipal,Bisbee - AZ,United States,Arizona,AZ,31.36388889,-109.8830556
BSR,Basrah International,Basra - Iraq,Iraq,,,30.54916667,47.66222222
BSR,Basrah International,Basra - Iraq,Iraq,,,30.54888889,47.6625
BSR,Basrah International,Basra - Iraq,Iraq,,,30.54916667,47.66222222
BSR,Basrah International,Basra - Iraq,Iraq,,,30.54888889,47.6625
BSS,Balsas Airport,Balsas - Brazil,Brazil,,,-7.51666667,-46.05
BSS,Balsas Airport,Balsas - Brazil,Brazil,,,-7.52611111,-46.05333333
BSS,Balsas Airport,Balsas - Brazil,Brazil,,,-7.52527778,-46.05333333
BSS,Balsas Airport,Balsas - Brazil,Brazil,,,-7.52611111,-46.05333333
BSS,Balsas Airport,Balsas - Brazil,Brazil,,,-7.52527778,-46.05333333
BSU,Basankusu Airport,Basankusu - Congo (Kinshasa),Congo (Kinshasa),,,1.22166667,19.78888889
BSU,Basankusu Airport,Basankusu - Congo (Kinshasa),Congo (Kinshasa),,,1.22527778,19.78805556
BSU,Basankusu Airport,Basankusu - Congo (Kinshasa),Congo (Kinshasa),,,1.22472222,19.78805556
BSW,Boswell Bay Airport,Boswell Bay - AK,United States,Alaska,AK,60.42361111,-146.1444444
BSW,Boswell Bay Airport,Boswell Bay - AK,United States,Alaska,AK,60.42305556,-146.1458333
BSZ,Bartletts Airport,Bartletts - AK,United States,Alaska,AK,58.23361111,-157.3502778
BSZ,Bartletts Airport,Bartletts - AK,United States,Alaska,AK,58.21611111,-157.3525
BTA,Bertoua Airport,Bertoua - Cameroon,Cameroon,,,4.54083333,13.7275
BTA,Bertoua Airport,Bertoua - Cameroon,Cameroon,,,4.54972222,13.71722222
BTA,Bertoua Airport,Bertoua - Cameroon,Cameroon,,,4.55,13.72583333
BTA,Bertoua Airport,Bertoua - Cameroon,Cameroon,,,4.54972222,13.71722222
BTA,Bertoua Airport,Bertoua - Cameroon,Cameroon,,,4.55,13.72583333
BTC,Batticaloa Airport,Batticaloa - Sri Lanka,Sri Lanka,,,7.70333333,81.67861111
BTC,Batticaloa Airport,Batticaloa - Sri Lanka,Sri Lanka,,,7.70555556,81.67805556
BTC,Batticaloa Airport,Batticaloa - Sri Lanka,Sri Lanka,,,7.70527778,81.67722222
BTC,Batticaloa Airport,Batticaloa - Sri Lanka,Sri Lanka,,,7.70555556,81.67805556
BTC,Batticaloa Airport,Batticaloa - Sri Lanka,Sri Lanka,,,7.70527778,81.67722222
BTE,Bonthe Airport,Bonthe - Sierra Leone,Sierra Leone,,,7.53333333,-12.53333333
BTE,Bonthe Airport,Bonthe - Sierra Leone,Sierra Leone,,,7.53194444,-12.51833333
BTE,Bonthe Airport,Bonthe - Sierra Leone,Sierra Leone,,,7.53194444,-12.51861111
BTE,Bonthe Airport,Bonthe - Sierra Leone,Sierra Leone,,,7.53194444,-12.51833333
BTE,Bonthe Airport,Bonthe - Sierra Leone,Sierra Leone,,,7.53194444,-12.51861111
BTH,Batu Besar Airport,Batu Besar - Indonesia,Indonesia,,,1.13055556,104.1341667
BTI,Barter Island Dew Station,Barter Island - AK,United States,Alaska,AK,70.13472222,-143.5783333
BTI,Barter Island LRRS,Barter Island - AK,United States,Alaska,AK,70.13388889,-143.5819444
BTI,Barter Island Airport,Barter Island - AK,United States,Alaska,AK,70.13388889,-143.5819444
BTI,Barter Island LRRS,Barter Island - AK,United States,Alaska,AK,70.13388889,-143.5819444
BTI,Barter Island Airport,Barter Island - AK,United States,Alaska,AK,70.11305556,-143.6536111
BTI,Barter Island LRRS,Barter Island - AK,United States,Alaska,AK,70.13388889,-143.5819444
BTI,Barter Island Airport,Barter Island - AK,United States,Alaska,AK,70.11305556,-143.6536111
BTJ,Blangbintang,Banda Aceh - Indonesia,Indonesia,,,5.52,95.41944444
BTJ,Sultan Iskandar Muda,Banda Aceh - Indonesia,Indonesia,,,5.52583333,95.42
BTJ,Sultan Iskandar Muda,Banda Aceh - Indonesia,Indonesia,,,5.51694444,95.42
BTJ,Sultan Iskandar Muda,Banda Aceh - Indonesia,Indonesia,,,5.52583333,95.42
BTJ,Sultan Iskandar Muda,Banda Aceh - Indonesia,Indonesia,,,5.51694444,95.42
BTJ,Sultan Iskandar Muda,Banda Aceh - Indonesia,Indonesia,,,5.52583333,95.41972222
BTK,Bratsk Airport,Bratsk - U.S.S.R.,U.S.S.R.,,,56.37055556,101.6986111
BTK,Bratsk Airport,Bratsk - Russia,Russia,,,56.37055556,101.6986111
BTK,Bratsk Airport,Bratsk - Russia,Russia,,,56.37083333,101.6983333
BTK,Bratsk Airport,Bratsk - Russia,Russia,,,56.37055556,101.6983333
BTK,Bratsk Airport,Bratsk - Russia,Russia,,,56.37055556,101.6986111
BTK,Bratsk Airport,Bratsk - Russia,Russia,,,56.37055556,101.6983333
BTL,W K Kellogg,Battle Creek - MI,United States,Michigan,MI,42.30916667,-85.24777778
BTL,W K Kellogg,Battle Creek - MI,United States,Michigan,MI,42.30638889,-85.25
BTM,Bert Mooney,Butte - MT,United States,Montana,MT,45.95111111,-112.4938889
BTM,Bert Mooney,Butte - MT,United States,Montana,MT,45.95472222,-112.4975
BTP,Butler County/K. W. Scholter Field,Butler - PA,United States,Pennsylvania,PA,40.77694444,-79.95
BTP,Butler County/K. W. Scholter Field,Butler - PA,United States,Pennsylvania,PA,40.77666667,-79.95111111
BTP,Pittsburgh Butler Regional,Butler - PA,United States,Pennsylvania,PA,40.77666667,-79.95111111
BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge - LA,United States,Louisiana,LA,30.53166667,-91.15055556
BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge - LA,United States,Louisiana,LA,30.53277778,-91.15
BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge - LA,United States,Louisiana,LA,30.53305556,-91.15
BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge - LA,United States,Louisiana,LA,30.53277778,-91.15
BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge - LA,United States,Louisiana,LA,30.53305556,-91.15
BTS,Ivanka,Bratislava - Czechoslovakia,Czechoslovakia,,,48.16666667,17.21666667
BTS,M. R. Stefanik,Bratislava - Slovakia,Slovakia,,,48.16666667,17.21666667
BTS,M. R. Stefanik,Bratislava - Slovakia,Slovakia,,,48.17,17.21277778
BTS,M. R. Stefanik International,Bratislava - Slovakia,Slovakia,,,48.17,17.21277778
BTS,M R Stefanik,Bratislava - Slovakia,Slovakia,,,48.17,17.21277778
BTS,M R Stefanik International,Bratislava - Slovakia,Slovakia,,,48.17,17.21277778
BTS,M R Stefanik,Bratislava - Slovakia,Slovakia,,,48.17,17.21277778
BTT,Bettles Airport,Bettles - AK,United States,Alaska,AK,66.91527778,-151.5263889
BTT,Bettles Airport,Bettles - AK,United States,Alaska,AK,66.91388889,-151.5291667
BTU,Bintulu Airport,Bintulu - Malaysia,Malaysia,,,3.34166667,113.0447222
BTU,Bintulu Airport,Bintulu - Malaysia,Malaysia,,,3.12388889,113.0205556
BTU,Bintulu Airport,Bintulu - Malaysia,Malaysia,,,3.12416667,113.0197222
BTU,Bintulu Airport,Bintulu - Malaysia,Malaysia,,,3.12388889,113.0205556
BTU,Bintulu Airport,Bintulu - Malaysia,Malaysia,,,3.12416667,113.0197222
BTV,Burlington International,Burlington - VT,United States,Vermont,VT,44.47277778,-73.15305556
BTV,Burlington International,Burlington - VT,United States,Vermont,VT,44.47194444,-73.15333333
BTY,Beatty Airport,Beatty - NV,United States,Nevada,NV,36.86111111,-116.7852778
BTY,Beatty Airport,Beatty - NV,United States,Nevada,NV,36.86111111,-116.7869444
BTY,Beatty Airport,Beatty - NV,United States,Nevada,NV,36.86111111,-116.7863889
BTY,Beatty Airport,Beatty - NV,United States,Nevada,NV,36.86111111,-116.7869444
BTY,Beatty Airport,Beatty - NV,United States,Nevada,NV,36.86111111,-116.7863889
BTZ,Bursa Airport,Bursa - Turkey,Turkey,,,40.23444444,29.00972222
BTZ,Bursa Airport,Bursa - Turkey,Turkey,,,40.23333333,29.00916667
BUA,Buka Passage,Buka - Australia,Australia,,,-5.41666667,154.6833333
BUA,Buka,Buka Islands - Papua New Guinea,Papua New Guinea,,,-5.41666667,154.6833333
BUA,Buka,Buka Islands - Papua New Guinea,Papua New Guinea,,,-5.42222222,154.6727778
BUC,Burketown Airport,Burketown - Australia,Australia,,,-17.75,139.5333333
BUC,Burketown Airport,Burketown - Australia,Australia,,,-17.74861111,139.5344444
BUD,Ferihegy,Budapest - Hungary,Hungary,,,47.43333333,19.23333333
BUD,Ferihegy,Budapest - Hungary,Hungary,,,47.43944444,19.26194444
BUD,Liszt Ferenc,Budapest - Hungary,Hungary,,,47.43944444,19.26194444
BUD,Liszt Ferenc,Budapest - Hungary,Hungary,,,47.43944444,19.26194444
BUD,Budapest Liszt Ferenc International,Budapest - Hungary,Hungary,,,47.43944444,19.26194444
BUD,Budapest Liszt Ferenc International,Budapest - Hungary,Hungary,,,47.43694444,19.25555556
BUD,Ferihegy,Budapest - Hungary,Hungary,,,47.43944444,19.26194444
BUD,Budapest Liszt Ferenc International,Budapest - Hungary,Hungary,,,47.43694444,19.25555556
BUE,Buenos Aires Metropolitan Area,Buenos Aires - Argentina,Argentina,,,-34.68944444,-58.475
BUF,Greater Buffalo International,Buffalo - NY,United States,New York,NY,42.94111111,-78.73638889
BUF,Buffalo Niagara International,Buffalo - NY,United States,New York,NY,42.94055556,-78.7325
BUF,Buffalo Niagara International,Buffalo - NY,United States,New York,NY,42.94055556,-78.73222222
BUF,Buffalo Niagara International,Buffalo - NY,United States,New York,NY,42.94055556,-78.73055556
BUF,Buffalo Niagara International,Buffalo - NY,United States,New York,NY,42.94055556,-78.73222222
BUF,Buffalo Niagara International,Buffalo - NY,United States,New York,NY,42.94055556,-78.73055556
BUG,17 de Setembro,Benguela - Angola,Angola,,,-12.60638889,13.40555556
BUH,Bucharest Metropolitan Area,Bucharest - Romania,Romania,,,44.43305556,26.1
BUL,Bulolo Airport,Bulolo - Papua New Guinea,Papua New Guinea,,,-7.18972222,146.6477778
BUL,Bulolo Airport,Bulolo - Papua New Guinea,Papua New Guinea,,,-7.21611111,146.6491667
BUL,Bulolo Airport,Bulolo - Papua New Guinea,Papua New Guinea,,,-7.21583333,146.6494444
BUM,Butler Memorial,Butler - MO,United States,Missouri,MO,38.28972222,-94.34
BUM,Butler Memorial,Butler - MO,United States,Missouri,MO,38.28972222,-94.34027778
BUM,Butler Memorial,Butler - MO,United States,Missouri,MO,38.28972222,-94.34
BUM,Butler Memorial,Butler - MO,United States,Missouri,MO,38.28972222,-94.34027778
BUN,Buenaventura Airport,Buenaventura - Colombia,Colombia,,,3.825,-76.99583333
BUN,Gerardo Tobar Lopez,Buenaventura - Colombia,Colombia,,,3.81944444,-76.99
BUO,Burao Airport,Burao - Somalia,Somalia,,,9.5225,45.55416667
BUO,Burao Airport,Burao - Somalia,Somalia,,,9.52833333,45.55555556
BUO,Burao Airport,Burao - Somalia,Somalia,,,9.52944444,45.55666667
BUO,Burao Airport,Burao - Somalia,Somalia,,,9.52833333,45.55555556
BUO,Burao Airport,Burao - Somalia,Somalia,,,9.52944444,45.55666667
BUQ,Bulawayo Airport,Bulawayo - Rhodesia,Rhodesia,,,-20.01638889,28.61861111
BUQ,Bulawayo Airport,Bulawayo - Zimbabwe,Zimbabwe,,,-20.01694444,28.61805556
BUQ,J. M. Nkomo International,Bulawayo - Zimbabwe,Zimbabwe,,,-20.01527778,28.62277778
BUR,Hollywood-Burbank Midpoint,Burbank - CA,United States,California,CA,34.2,-118.3577778
BUR,Bob Hope,Burbank - CA,United States,California,CA,34.2,-118.3577778
BUR,Bob Hope,Burbank - CA,United States,California,CA,34.20055556,-118.3586111
BUS,Batumi Airport,Batumi - U.S.S.R.,U.S.S.R.,,,41.61083333,41.60055556
BUS,Batumi Airport,Batumi - Georgia,Georgia,,,41.61083333,41.60055556
BUS,Batumi Airport,Batumi - Georgia,Georgia,,,41.61,41.59972222
BUS,Batumi Airport,Batumi - Georgia,Georgia,,,41.61027778,41.59944444
BUS,Batumi Airport,Batumi - Georgia,Georgia,,,41.61,41.59972222
BUS,Batumi Airport,Batumi - Georgia,Georgia,,,41.61027778,41.59944444
BUU,Buyo Airport,Buyo - Cote d'Ivoire,Cote d'Ivoire,,,6.26666667,-7.05
BUV,Bella Union Airport,Bella Union - Uruguay,Uruguay,,,-30.32555556,-57.56333333
BUV,Bella Union Airport,Bella Union - Uruguay,Uruguay,,,-30.31972222,-57.55888889
BUX,Bunia Airport,Bunia - Congo (Kinshasa),Congo (Kinshasa),,,1.57166667,30.21277778
BUY,Bunbury Airport,Bunbury - Australia,Australia,,,-33.33333333,115.6333333
BUY,Bunbury Airport,Bunbury - Australia,Australia,,,-33.37833333,115.6766667
BUZ,Bushehr Airport,Bushehr - Iran,Iran,,,28.94916667,50.8325
BUZ,Bushehr Airport,Bushehr - Iran,Iran,,,28.94472222,50.83472222
BVA,Tille,Beauvais - France,France,,,49.45583333,2.1125
BVA,Tille,Beauvais - France,France,,,49.45444444,2.11277778
BVA,Beauvais Tille,Beauvais - France,France,,,49.45444444,2.11277778
BVA,Beauvais Tille,Beauvais - France,France,,,49.45611111,2.11888889
BVA,Tille,Beauvais - France,France,,,49.45444444,2.11277778
BVA,Beauvais Tille,Beauvais - France,France,,,49.45611111,2.11888889
BVB,Boa Vista International,Boa Vista - Brazil,Brazil,,,2.84638889,-60.69
BVB,Atlas Brasil Cantanhede,Boa Vista - Brazil,Brazil,,,2.84638889,-60.69
BVD,Beaver Inlet Seaport,Beaver Inlet - AK,United States,Alaska,AK,53.8325,-166.3025
BVI,Birdsville Airport,Birdsville - Australia,Australia,,,-25.89833333,139.3433333
BVI,Birdsville Airport,Birdsville - Australia,Australia,,,-25.8975,139.3475
BVO,Frank Phillips,Bartlesville - OK,United States,Oklahoma,OK,36.7625,-96.01083333
BVO,Bartlesville Municipal,Bartlesville - OK,United States,Oklahoma,OK,36.7625,-96.01083333
BVO,Bartlesville Municipal,Bartlesville - OK,United States,Oklahoma,OK,36.76416667,-96.01111111
BVO,Bartlesville Municipal,Bartlesville - OK,United States,Oklahoma,OK,36.76333333,-96.01111111
