tail_number,date,airport,location,duration,distance_mi,Latitude,Longitude,Owner
N986AC,2021-01-24 05:29PM CST,Gregory Municipal Airport - Flynn Field,Gregory,0:24,91.50267510437395,43.22169876,-99.40329742,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-24 07:21PM CST,Joe Foss Field Airport,Sioux Falls,0:33,136.24679734772832,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-24 09:14PM CST,Pierre Regional Airport,Pierre,0:48,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-24 11:13PM CST,Spencer Municipal Airport,Spencer,0:58,267.76551645273184,43.165500640869,-95.202796936035,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-25 01:25AM CST,Joe Foss Field Airport,Sioux Falls,0:24,82.66732223468006,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-25 04:37PM CST,Pierre Regional Airport,Pierre,0:44,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-25 06:10PM CST,Mitchell Municipal Airport,Mitchell,0:33,119.46749632969083,43.7747993469,-98.0385971069,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-25 07:53PM CST,Joe Foss Field Airport,Sioux Falls,0:21,66.32135085593791,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-27 09:28AM CST,Pierre Regional Airport,Pierre,0:40,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-27 10:31AM CST,Rosebud Sioux Tribal Airport,Rosebud,0:21,82.73953458885798,43.2585,-100.85952,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-27 11:13AM MST,Rapid City Regional Airport,Rapid City,0:31,122.81459832516606,44.0452995300293,-103.05699920654295,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-27 04:35PM CST,Pierre Regional Airport,Pierre,0:30,139.5538916998405,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-27 06:58PM CST,Joe Foss Field Airport,Sioux Falls,0:39,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-27 08:49PM CST,Pierre Regional Airport,Pierre,0:51,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-27 10:49PM CST,Joe Foss Field Airport,Sioux Falls,0:42,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-28 05:37AM CST,Pierre Regional Airport,Pierre,0:43,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-28 06:35AM CST,Rosebud Sioux Tribal Airport,Rosebud,0:25,82.73953458885798,43.2585,-100.85952,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-28 07:11AM MST,Rapid City Regional Airport,Rapid City,0:33,122.81459832516606,44.0452995300293,-103.05699920654295,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-28 08:49PM CST,Pierre Regional Airport,Pierre,0:27,139.5538916998405,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-28 10:43PM CST,Spencer Municipal Airport,Spencer,0:51,267.76551645273184,43.165500640869,-95.202796936035,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-29 01:56AM CST,Joe Foss Field Airport,Sioux Falls,0:27,82.66732223468006,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-29 03:44AM CST,Pierre Regional Airport,Pierre,0:45,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-29 05:50AM CST,Joe Foss Field Airport,Sioux Falls,0:49,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-29 03:55PM CST,Pierre Regional Airport,Pierre,0:47,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-29 05:19PM CST,Aberdeen Regional Airport,Aberdeen,0:34,117.41978227077414,45.44910049438477,-98.42179870605469,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-29 07:11PM CST,Joe Foss Field Airport,Sioux Falls,0:37,153.31587384042498,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-29 09:08PM CST,Pierre Regional Airport,Pierre,0:52,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-29 10:47PM CST,Joe Foss Field Airport,Sioux Falls,0:43,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-31 02:45PM CST,Pierre Regional Airport,Pierre,0:46,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-31 04:43PM CST,Joe Foss Field Airport,Sioux Falls,0:42,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-31 07:41PM CST,Pierre Regional Airport,Pierre,0:47,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-31 09:01PM CST,Worthington Municipal Airport,Worthington,1:05,239.78559237899967,43.65510177612305,-95.5792007446289,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-31 11:51PM CST,Joe Foss Field Airport,Sioux Falls,0:22,58.53370145138884,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-02-01 01:18AM CST,Rosebud Sioux Tribal Airport,Rosebud,0:47,208.37907760197498,43.2585,-100.85952,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-02-01 11:42AM CST,Joe Foss Field Airport,Sioux Falls,0:44,208.37907760197498,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-02-01 01:57PM CST,Pierre Regional Airport,Pierre,0:47,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-02-01 04:02PM CST,Joe Foss Field Airport,Sioux Falls,0:47,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-02-01 07:13PM CST,Pierre Regional Airport,Pierre,0:49,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-02-01 10:48PM CST,Joe Foss Field Airport,Sioux Falls,0:47,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-02-02 12:46PM CST,Pierre Regional Airport,Pierre,0:45,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-02-02 02:59PM CST,Joe Foss Field Airport,Sioux Falls,0:47,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-02-02 05:17PM CST,Pierre Regional Airport,Pierre,0:53,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-02-02 06:39PM CST,Rosebud Sioux Tribal Airport,Rosebud,0:26,82.73953458885798,43.2585,-100.85952,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
